Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2021);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories;Areas
718;21100384282;"Journal for Multicultural Education";journal;"20535368, 2053535X";0,345;Q3;13;25;77;1258;80;76;1,16;50,32;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2014-2022";"Cultural Studies (Q1); Linguistics and Language (Q1); Education (Q3)";"Social Sciences"
719;5600152802;"Journal of Food Science Education";journal;"15414329";0,345;Q3;18;28;61;639;66;44;1,07;22,82;United States;Northern America;"Wiley-Blackwell";"2007-2021";"Education (Q3); Food Science (Q3)";"Agricultural and Biological Sciences; Social Sciences"
720;21100901775;"BMJ Simulation and Technology Enhanced Learning";journal;"20566697";0,344;Q3;14;135;212;2826;253;148;1,04;20,93;United Kingdom;Western Europe;"BMJ Publishing Group";"2015-2021";"Education (Q3); Health Informatics (Q3); Modeling and Simulation (Q3)";"Mathematics; Medicine; Social Sciences"
721;21101041706;"Adult Learning";journal;"21624070, 10451595";0,342;Q3;22;21;65;631;89;59;1,11;30,05;United States;Northern America;"SAGE Publications Inc.";"1989-2022";"Social Sciences (miscellaneous) (Q2); Education (Q3)";"Social Sciences"
722;21100870589;"International Journal of Play";journal;"21594953";0,342;Q3;16;36;89;1154;84;70;1,00;32,06;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2012-2022";"Cultural Studies (Q1); Anthropology (Q2); Developmental and Educational Psychology (Q3); Education (Q3)";"Psychology; Social Sciences"
723;21100925880;"Art Education";journal;"23255161, 00043125";0,341;Q3;26;71;152;907;96;122;0,58;12,77;United Kingdom;Western Europe;"Routledge";"1996-2022";"Visual Arts and Performing Arts (Q1); Education (Q3)";"Arts and Humanities; Social Sciences"
724;21100896490;"ETS Research Report Series";journal;"23308516";0,341;Q3;7;27;120;1134;83;120;0,69;42,00;United States;Northern America;"John Wiley &amp; Sons Inc.";"2018-2022";"Applied Psychology (Q3); Education (Q3); Social Psychology (Q3); Statistics, Probability and Uncertainty (Q3)";"Decision Sciences; Psychology; Social Sciences"
725;17700156749;"Intangible Capital";journal;"20143214, 16979818";0,341;Q3;21;9;56;625;86;56;0,91;69,44;Spain;Western Europe;"";"2009-2022";"Accounting (Q3); Business and International Management (Q3); Education (Q3); Management of Technology and Innovation (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Social Sciences"
726;5800210946;"Australian Journal of Adult Learning";journal;"14431394";0,339;Q3;19;24;73;750;70;60;1,02;31,25;Australia;Pacific Region;"Adult Learning Australia";"2008-2022";"Education (Q3); E-learning (Q3)";"Social Sciences"
727;16054;"Reading Psychology";journal;"02702711, 15210685";0,339;Q3;43;36;107;2208;90;107;0,81;61,33;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1979-2022";"Linguistics and Language (Q1); Developmental and Educational Psychology (Q3); Education (Q3)";"Psychology; Social Sciences"
728;21100305268;"Journal of Educational Multimedia and Hypermedia";journal;"19435916, 10558896";0,338;Q3;11;0;40;0;28;40;0,50;0,00;United States;Northern America;"Association for the Advancement of Computing in Education";"2013-2019";"Computer Science Applications (Q3); Education (Q3)";"Computer Science; Social Sciences"
729;19300157017;"Revista de Educacion";journal;"1988592X, 00348082";0,338;Q3;35;44;98;2172;121;98;0,95;49,36;Spain;Western Europe;"Ministry Education and Science";"2008-2022";"Education (Q3)";"Social Sciences"
730;19700173246;"Academia Revista Latinoamericana de Administracion";journal;"10128255, 20565127";0,337;Q3;19;30;98;2306;149;93;1,23;76,87;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2008-2022";"Economics, Econometrics and Finance (miscellaneous) (Q2); Business and International Management (Q3); Education (Q3); Management Science and Operations Research (Q3); Organizational Behavior and Human Resource Management (Q3); Public Administration (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
731;12000154349;"International Journal of Information and Communication Technology Education";journal;"15501337, 15501876";0,337;Q3;19;32;83;1543;151;83;2,02;48,22;United States;Northern America;"IGI Publishing";"2005-2022";"Computer Science Applications (Q3); Education (Q3); E-learning (Q3)";"Computer Science; Social Sciences"
732;5800179610;"Review of Education, Pedagogy, and Cultural Studies";journal;"15563022, 10714413";0,336;Q3;26;28;67;1555;76;64;0,71;55,54;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1994-2022";"Cultural Studies (Q1); Education (Q3)";"Social Sciences"
733;21100208067;"Empirical Research in Vocational Education and Training";journal;"18776337, 18776345";0,335;Q3;17;24;43;1517;61;43;1,24;63,21;United States;Northern America;"Springer Science + Business Media";"2009-2022";"Education (Q3)";"Social Sciences"
734;21100780992;"GMS Journal for Medical Education";journal;"23665017";0,335;Q3;25;122;240;2669;293;219;1,21;21,88;Germany;Western Europe;"German Medical Science";"2016-2022";"Education (Q3); Medicine (miscellaneous) (Q3)";"Medicine; Social Sciences"
735;21100199768;"Practical Assessment, Research and Evaluation";journal;"15317714";0,335;Q3;58;21;37;1042;66;37;1,74;49,62;United States;Northern America;"";"1989, 1991, 1993, 1995, 1997, 1999, 2001, 2003-2022";"Education (Q3)";"Social Sciences"
736;22090;"High Ability Studies";journal;"13598139, 1469834X";0,334;Q3;37;12;44;756;80;37;1,93;63,00;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2022";"Education (Q3)";"Social Sciences"
737;17299;"IEEE Potentials";journal;"02786648";0,334;Q3;38;54;183;182;152;149;0,98;3,37;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1984-2022";"Education (Q3); Electrical and Electronic Engineering (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Engineering; Social Sciences"
738;12045;"Interface: Communication, Health, Education";journal;"18075762, 14143283";0,333;Q3;24;163;442;4484;290;395;0,49;27,51;Brazil;Latin America;"Fundacao UNI Botucatu/UNESP";"1980, 2004, 2007-2022";"Communication (Q2); Education (Q3); Health (social science) (Q3)";"Social Sciences"
739;21100854757;"Open Archaeology";journal;"23006560";0,333;Q3;15;92;84;6431;81;82;0,90;69,90;Poland;Eastern Europe;"De Gruyter Open Ltd.";"2015-2022";"Archeology (arts and humanities) (Q1); Conservation (Q1); Education (Q3)";"Arts and Humanities; Social Sciences"
740;21100901134;"Revista Electronica de LEEME";journal;"15759563";0,333;Q3;5;16;53;534;37;50;0,70;33,38;Spain;Western Europe;"Universitat de Valencia, Faculty of Teaching";"2018-2021";"Music (Q1); Education (Q3)";"Arts and Humanities; Social Sciences"
741;21100305243;"Australasian Journal of Early Childhood";journal;"18369391";0,332;Q3;19;31;95;1092;109;84;0,95;35,23;Australia;Pacific Region;"Early Childhood Australia";"2010-2022";"Developmental and Educational Psychology (Q3); Education (Q3)";"Psychology; Social Sciences"
742;21100899617;"Canadian Journal of Learning and Technology";journal;"14996685";0,332;Q3;6;27;46;1077;37;43;0,84;39,89;Canada;Northern America;"Canadian Network for Innovation in Education";"2018-2022";"Computer Science Applications (Q3); Education (Q3); Management of Technology and Innovation (Q3)";"Business, Management and Accounting; Computer Science; Social Sciences"
743;5700155526;"Research in Education";journal;"00345237";0,332;Q3;17;21;51;1071;56;48;1,13;51,00;United Kingdom;Western Europe;"SAGE Publications Inc.";"2007-2022";"Education (Q3)";"Social Sciences"
744;21101039812;"European Journal of Science and Mathematics Education";journal;"2301251X";0,331;Q3;4;16;21;841;19;21;0,90;52,56;Cyprus;Western Europe;"Bastas";"2020-2022";"Education (Q3)";"Social Sciences"
745;21100904390;"Journal of Education and Health Promotion";journal;"22779531, 23196440";0,331;Q3;17;455;629;15138;996;614;1,58;33,27;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2019-2022";"Education (Q3); Medicine (miscellaneous) (Q3)";"Medicine; Social Sciences"
746;21100938252;"Journal of Women and Gender in Higher Education";journal;"26379112, 26379120";0,331;Q3;13;22;56;961;62;56;0,89;43,68;United States;Northern America;"Taylor and Francis Inc.";"2019-2022";"Gender Studies (Q2); Education (Q3)";"Social Sciences"
747;5700153334;"Changing English";journal;"1358684X";0,330;Q3;19;36;110;1078;76;99;0,70;29,94;United States;Northern America;"Routledge";"1994-2022";"Cultural Studies (Q1); Education (Q3)";"Social Sciences"
748;6200180185;"Infancia y Aprendizaje";journal;"15784126, 02103702";0,330;Q3;28;29;80;1417;74;76;0,93;48,86;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1978-2022";"Developmental and Educational Psychology (Q3); Education (Q3)";"Psychology; Social Sciences"
749;21100794697;"Journal of Spanish Language Teaching";journal;"23247800, 23247797";0,330;Q3;12;13;42;639;47;40;1,17;49,15;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2014-2022";"Linguistics and Language (Q2); Education (Q3)";"Social Sciences"
750;21100900059;"Teaching and Learning Inquiry";journal;"21674787";0,330;Q3;17;46;78;2003;89;70;1,32;43,54;Canada;Northern America;"University of Calgary Press";"2013-2022";"Education (Q3)";"Social Sciences"
751;4700152296;"Journal of Teaching in International Business";journal;"08975930";0,329;Q3;26;15;59;641;80;47;1,15;42,73;United States;Northern America;"Routledge";"1989-2022";"Business, Management and Accounting (miscellaneous) (Q3); Education (Q3)";"Business, Management and Accounting; Social Sciences"
752;19400157158;"Estudios Sobre Educacion";journal;"15787001";0,327;Q3;15;19;72;1002;99;71;1,27;52,74;Spain;Western Europe;"Servicio de Publicaciones de la Universidad De Navarra";"2001-2022";"Education (Q3)";"Social Sciences"
753;21100228077;"Higher Education, Skills and Work-based Learning";journal;"2042390X, 20423896";0,327;Q3;20;38;191;1955;262;184;1,36;51,45;United Kingdom;Western Europe;"Emarald Group Publishing Ltd";"2010-2022";"Education (Q3); Life-span and Life-course Studies (Q3)";"Social Sciences"
754;21100223135;"History of Education Review";journal;"08198691, 03113248";0,326;Q3;8;13;63;701;30;61;0,41;53,92;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1980, 1982, 2012-2022";"History (Q1); Education (Q3)";"Arts and Humanities; Social Sciences"
755;145250;"Industrial and Commercial Training";journal;"00197858";0,325;Q3;38;27;92;2163;133;91;1,36;80,11;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1969-2022";"Business, Management and Accounting (miscellaneous) (Q3); Education (Q3); Organizational Behavior and Human Resource Management (Q3)";"Business, Management and Accounting; Social Sciences"
756;21101050033;"Sustainability and climate change";journal;"26922924, 26922932";0,325;Q3;23;50;97;1658;160;83;2,13;33,16;United States;Northern America;"Mary Ann Liebert Inc.";"2021-2022";"Geography, Planning and Development (Q2); Education (Q3); Global and Planetary Change (Q3); Management, Monitoring, Policy and Law (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Energy; Environmental Science; Social Sciences"
757;19400158662;"Curriculo sem Fronteiras";journal;"16451384";0,324;Q3;10;88;187;2977;46;183;0,23;33,83;Portugal;Western Europe;"Edicoes Pedago";"2009-2021";"Education (Q3)";"Social Sciences"
758;21100945763;"International Journal of Education and the Arts";journal;"15298094";0,324;Q3;20;10;71;470;36;71;0,36;47,00;United States;Northern America;"Pennsylvania State University Libraries";"2004-2022";"Literature and Literary Theory (Q1); Music (Q1); Visual Arts and Performing Arts (Q1); Education (Q3)";"Arts and Humanities; Social Sciences"
759;21100902609;"Journal of Korean Academy of Nursing Administration";journal;"22884955, 12259330";0,324;Q3;8;43;145;1235;150;145;0,87;28,72;South Korea;Asiatic Region;"Korean Academy of Nursing Administration";"2018-2022";"Education (Q3); Nursing (miscellaneous) (Q3)";"Nursing; Social Sciences"
760;21100911067;"Studies in Graduate and Postdoctoral Education";journal;"23984694, 23984686";0,324;Q3;9;19;53;1105;74;52;0,86;58,16;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2017-2022";"Education (Q3)";"Social Sciences"
761;21100201516;"International Journal of Mobile and Blended Learning";journal;"19418655, 19418647";0,323;Q3;20;20;64;1130;97;64;1,70;56,50;United States;Northern America;"IGI Global Publishing";"2009-2022";"Computer Science (miscellaneous) (Q3); Education (Q3); E-learning (Q3)";"Computer Science; Social Sciences"
762;21100975561;"Journal of Visual Literacy";journal;"1051144X, 23796529";0,323;Q3;20;17;56;639;66;53;1,03;37,59;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2022";"Visual Arts and Performing Arts (Q1); Communication (Q2); Education (Q3)";"Arts and Humanities; Social Sciences"
763;6500153246;"Applied Environmental Education and Communication";journal;"15330389, 1533015X";0,322;Q3;23;26;91;990;103;85;1,13;38,08;United States;Northern America;"Routledge";"2002-2022";"Communication (Q2); Education (Q3); Environmental Science (miscellaneous) (Q3)";"Environmental Science; Social Sciences"
764;21100940690;"Cultural Management: Science and Education";journal;"25126962";0,322;Q3;5;18;33;638;26;29;0,79;35,44;Germany;Western Europe;"Logos Verlag Berlin GmbH";"2019-2022";"Arts and Humanities (miscellaneous) (Q2); Business and International Management (Q3); Education (Q3); Strategy and Management (Q3)";"Arts and Humanities; Business, Management and Accounting; Social Sciences"
765;19700176214;"International Electronic Journal of Elementary Education";journal;"13079298";0,322;Q3;23;26;186;1025;157;173;0,75;39,42;Turkey;Middle East;"World Association for Sustainable Development";"2009-2022";"Education (Q3)";"Social Sciences"
766;21100202940;"International Journal of Multicultural Education";journal;"19345267";0,322;Q3;21;26;59;1228;94;58;1,26;47,23;United States;Northern America;"Eastern University, PhD in Organizational Leadership";"2007-2022";"Cultural Studies (Q1); Anthropology (Q2); Social Sciences (miscellaneous) (Q2); Education (Q3)";"Social Sciences"
767;4000148104;"New Directions for Teaching and Learning";journal;"02710633";0,321;Q3;53;39;137;1053;92;123;0,36;27,00;United States;Northern America;"Wiley-Blackwell";"1980-2022";"Education (Q3)";"Social Sciences"
768;144658;"Quality Assurance in Education";journal;"09684883";0,321;Q3;56;36;86;1835;151;84;2,06;50,97;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1993-2022";"Education (Q3)";"Social Sciences"
769;21100448939;"Journal of Applied Research in Higher Education";journal;"17581184, 20507003";0,320;Q3;20;27;246;1341;327;245;1,30;49,67;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2009-2022";"Education (Q3)";"Social Sciences"
770;21100205738;"Journal of Humanistic Counseling";journal;"21611939, 21590311";0,319;Q3;19;11;46;517;32;44;0,72;47,00;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2011-2022";"Developmental and Educational Psychology (Q3); Education (Q3)";"Psychology; Social Sciences"
771;19900191944;"OCNOS";journal;"1885446X";0,319;Q3;15;28;66;1106;55;66;0,89;39,50;Spain;Western Europe;"Universidad de Castilla la Mancha";"2009-2022";"Literature and Literary Theory (Q1); Education (Q3); Social Psychology (Q3)";"Arts and Humanities; Psychology; Social Sciences"
772;18000156706;"PRIMUS";journal;"19354053, 10511970";0,319;Q3;22;64;211;1486;143;199;0,60;23,22;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1991-2022";"Education (Q3); Mathematics (miscellaneous) (Q3)";"Mathematics; Social Sciences"
773;21100468901;"Retos";journal;"19882041, 15791726";0,319;Q3;24;388;825;17173;1208;825;1,41;44,26;Spain;Western Europe;"Federacion Espanola de Docentes de Educacion Fisica";"2016-2022";"Education (Q3); Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3)";"Health Professions; Medicine; Social Sciences"
